Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Bch-16S-V3V4-001-2_S1_L002_R1_001	(0.0, 0.003665308466252293)	(1.0, 0.0018326542331261464)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0006108847443753821)	(19.0, 0.0)	(20.0, 0.0006108847443753821)	(21.0, 0.0006108847443753821)	(22.0, 0.003665308466252292)	(23.0, 0.0024435389775015284)	(24.0, 0.0006108847443753821)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0012217694887507642)	(28.0, 0.0012217694887507642)	(29.0, 0.0012217694887507642)	(30.0, 0.004276193210627674)	(31.0, 0.004276193210627674)	(32.0, 0.0006108847443753821)	(33.0, 0.013439464376258406)	(34.0, 0.024435389775015286)	(35.0, 0.022602735541889143)	(36.0, 0.025962601635953743)	(37.0, 0.029322467730018335)	(38.0, 0.03115512196314449)	(39.0, 0.03665308466252292)	(40.0, 0.04459458633940287)	(41.0, 0.036958527034710614)	(42.0, 0.057423165971285835)	(43.0, 0.09041094216755668)	(44.0, 0.10690483026569211)	(45.0, 0.1508885318607192)	(46.0, 0.25626615026547206)	(47.0, 0.41815060752495287)	(48.0, 0.7156514780357515)	(49.0, 1.3103477766852156)	(50.0, 2.53792067050746)	(51.0, 4.825989480565665)	(52.0, 9.050257487921247)	(53.0, 13.53567872349341)	(54.0, 16.114528671874748)	(55.0, 15.359780570197593)	(56.0, 13.87838506508769)	(57.0, 9.253987550170255)	(58.0, 4.876082029604468)	(59.0, 2.886430417173536)	(60.0, 1.7175024588114536)	(61.0, 1.0131523485465583)	(62.0, 0.5406329987722144)	(63.0, 0.25962601635953675)	(64.0, 0.13683818274008563)	(65.0, 0.07269528458067048)	(66.0, 0.0433728168506521)	(67.0, 0.026268044008141447)	(68.0, 0.015272118609384547)	(69.0, 0.01282857963188302)	(70.0, 0.008552386421255349)	(71.0, 0.006719732188129203)	(72.0, 0.007330616932504586)	(73.0, 0.007941501676879967)	(74.0, 0.003665308466252292)	(75.0, 0.0024435389775015284)	(76.0, 0.0024435389775015284)	(77.0, 0.0024435389775015284)	(78.0, 0.0018326542331261464)	(79.0, 0.0018326542331261464)	(80.0, 0.0012217694887507642)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0012217694887507642)	(86.0, 0.0)	(87.0, 0.0012217694887507642)	(88.0, 0.003665308466252292)	(89.0, 0.003665308466252292)	(90.0, 0.006108847443753822)	(91.0, 0.010995925398756875)	(92.0, 0.008552386421255349)	(93.0, 0.01588300335375993)	(94.0, 0.022602735541889147)	(95.0, 0.029322467730018363)	(96.0, 0.03970750838439982)	(97.0, 0.05375785750503356)	(98.0, 0.058644935460036594)	(99.0, 0.07330616932504587)	(100.0, 0.06964086085879356)
Bch-16S-V3V4-001-2_S1_L002_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.001222602247754346)	(8.0, 0.002445204495508692)	(9.0, 0.001222602247754346)	(10.0, 0.001222602247754346)	(11.0, 0.001222602247754346)	(12.0, 0.001222602247754346)	(13.0, 0.001222602247754346)	(14.0, 0.001833903371631519)	(15.0, 0.001222602247754346)	(16.0, 0.000611301123877173)	(17.0, 0.002445204495508692)	(18.0, 0.001222602247754346)	(19.0, 0.001222602247754346)	(20.0, 0.0030565056193858652)	(21.0, 0.003667806743263038)	(22.0, 0.005501710114894557)	(23.0, 0.0067243123626489045)	(24.0, 0.003667806743263038)	(25.0, 0.001833903371631519)	(26.0, 0.0061130112387717305)	(27.0, 0.0067243123626489045)	(28.0, 0.011614721353666283)	(29.0, 0.011003420229789111)	(30.0, 0.009169516858157594)	(31.0, 0.007335613486526076)	(32.0, 0.009169516858157594)	(33.0, 0.020478587649885298)	(34.0, 0.03423286293712169)	(35.0, 0.0360667663087532)	(36.0, 0.05104364384374392)	(37.0, 0.0657148708167961)	(38.0, 0.17727732592437978)	(39.0, 0.4716188170712437)	(40.0, 0.5122703418090738)	(41.0, 1.0807803870148367)	(42.0, 1.6874967524629998)	(43.0, 3.1268052486315416)	(44.0, 6.936739503197326)	(45.0, 6.3792328782210905)	(46.0, 2.8697531260412483)	(47.0, 2.2092422616921135)	(48.0, 2.6628276956088723)	(49.0, 2.5399561697095887)	(50.0, 3.7543058522913175)	(51.0, 8.531012834268326)	(52.0, 13.290909035333605)	(53.0, 14.868677236059154)	(54.0, 11.922205818973861)	(55.0, 6.746930504233376)	(56.0, 4.42704273911845)	(57.0, 2.4983876932859506)	(58.0, 1.2684498320451498)	(59.0, 0.6177197856778804)	(60.0, 0.20356327425109774)	(61.0, 0.06235271463547159)	(62.0, 0.053488848339252576)	(63.0, 0.029953755069981495)	(64.0, 0.021395539335701062)	(65.0, 0.02078423821182389)	(66.0, 0.028731152822227147)	(67.0, 0.02567464720284128)	(68.0, 0.02384074383120976)	(69.0, 0.02078423821182389)	(70.0, 0.014059925849174974)	(71.0, 0.01283732360142063)	(72.0, 0.01283732360142063)	(73.0, 0.014671226973052147)	(74.0, 0.012226022477543456)	(75.0, 0.016505130344683667)	(76.0, 0.012226022477543456)	(77.0, 0.016505130344683667)	(78.0, 0.016505130344683667)	(79.0, 0.0134486247252978)	(80.0, 0.01772773259243802)	(81.0, 0.02078423821182389)	(82.0, 0.016505130344683667)	(83.0, 0.020172937087946714)	(84.0, 0.018950334840192366)	(85.0, 0.018339033716315192)	(86.0, 0.01528252809692932)	(87.0, 0.021395539335701062)	(88.0, 0.020172937087946714)	(89.0, 0.025063346078964103)	(90.0, 0.022006840459578236)	(91.0, 0.023229442707332584)	(92.0, 0.02078423821182389)	(93.0, 0.01956163596406954)	(94.0, 0.018339033716315192)	(95.0, 0.016505130344683667)	(96.0, 0.015893829220806493)	(97.0, 0.018950334840192366)	(98.0, 0.02261814158345541)	(99.0, 0.024452044955086932)	(100.0, 0.07977479666597108)
Bch-16S-V3V4-002-2_S2_L002_R1_001	(0.0, 0.012435863187079966)	(1.0, 0.006217931593539983)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0004605875254474061)	(20.0, 0.0)	(21.0, 0.0004605875254474061)	(22.0, 0.0023029376272370307)	(23.0, 0.0013817625763422187)	(24.0, 0.0023029376272370307)	(25.0, 0.002763525152684437)	(26.0, 0.0023029376272370307)	(27.0, 0.003684700203579249)	(28.0, 0.005066462779921468)	(29.0, 0.004145287729026656)	(30.0, 0.014047919526145888)	(31.0, 0.01888408854334365)	(32.0, 0.020265851119685874)	(33.0, 0.10823806848014043)	(34.0, 0.1943679357388054)	(35.0, 0.19459822950152908)	(36.0, 0.33323507466119845)	(37.0, 0.4734839761599335)	(38.0, 0.4721022135835913)	(39.0, 0.39011763405395306)	(40.0, 0.30813305452431483)	(41.0, 0.16604180292378987)	(42.0, 0.02348996379781772)	(43.0, 0.020726438645133283)	(44.0, 0.03293200806948951)	(45.0, 0.04007111471392429)	(46.0, 0.06148843464722877)	(47.0, 0.12620098197258903)	(48.0, 0.26644988347132603)	(49.0, 0.6800574813230806)	(50.0, 1.546652910452424)	(51.0, 3.3201451771875936)	(52.0, 6.2536271267626455)	(53.0, 10.438525382973973)	(54.0, 14.993045128366521)	(55.0, 17.777527013463878)	(56.0, 17.842700148314805)	(57.0, 11.178919830130006)	(58.0, 5.394631391803652)	(59.0, 3.0944572897182634)	(60.0, 1.8973903110805452)	(61.0, 1.3018506406771446)	(62.0, 0.6261687408457371)	(63.0, 0.1736414970936712)	(64.0, 0.0723122414952429)	(65.0, 0.028326132815015472)	(66.0, 0.018193207255172553)	(67.0, 0.011284394373461447)	(68.0, 0.008290575458053309)	(69.0, 0.002763525152684437)	(70.0, 0.0023029376272370307)	(71.0, 0.0013817625763422187)	(72.0, 0.0009211750508948122)	(73.0, 0.0023029376272370307)	(74.0, 0.0009211750508948122)	(75.0, 0.0004605875254474061)	(76.0, 0.0004605875254474061)	(77.0, 0.0009211750508948122)	(78.0, 0.0004605875254474061)	(79.0, 0.0)	(80.0, 0.0004605875254474061)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0004605875254474061)	(84.0, 0.0004605875254474061)	(85.0, 0.0018423501017896244)	(86.0, 0.0018423501017896244)	(87.0, 0.0)	(88.0, 0.0004605875254474061)	(89.0, 0.0004605875254474061)	(90.0, 0.0009211750508948122)	(91.0, 0.0013817625763422187)	(92.0, 0.0009211750508948122)	(93.0, 0.0)	(94.0, 0.0018423501017896244)	(95.0, 0.002763525152684437)	(96.0, 0.0023029376272370307)	(97.0, 0.0023029376272370307)	(98.0, 0.0009211750508948122)	(99.0, 0.0009211750508948122)	(100.0, 0.0006908812881711093)
Bch-16S-V3V4-002-2_S2_L002_R2_001	(0.0, 0.006903121591582974)	(1.0, 0.003451560795791487)	(2.0, 0.00046020810610553157)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.00046020810610553157)	(9.0, 0.0009204162122110631)	(10.0, 0.0)	(11.0, 0.0018408324244221263)	(12.0, 0.0013806243183165949)	(13.0, 0.0013806243183165949)	(14.0, 0.00046020810610553157)	(15.0, 0.0009204162122110631)	(16.0, 0.0009204162122110631)	(17.0, 0.0027612486366331893)	(18.0, 0.0023010405305276577)	(19.0, 0.0027612486366331893)	(20.0, 0.0013806243183165949)	(21.0, 0.00046020810610553157)	(22.0, 0.0018408324244221263)	(23.0, 0.003221456742738721)	(24.0, 0.0027612486366331893)	(25.0, 0.003221456742738721)	(26.0, 0.005062289167160848)	(27.0, 0.0055224972732663795)	(28.0, 0.007823537803794035)	(29.0, 0.007363329697688503)	(30.0, 0.015647075607588073)	(31.0, 0.02577165394190977)	(32.0, 0.032214567427387195)	(33.0, 0.1180433792160688)	(34.0, 0.20640333558833093)	(35.0, 0.21261614502075563)	(36.0, 0.35390003359515393)	(37.0, 0.4938032978512352)	(38.0, 0.5948189771413968)	(39.0, 0.701817361810928)	(40.0, 0.6212809432424614)	(41.0, 0.8516151003482874)	(42.0, 1.0149889780157688)	(43.0, 1.234968452734238)	(44.0, 1.6977077034233055)	(45.0, 1.5635570404935735)	(46.0, 1.3380550685018884)	(47.0, 1.892605836358954)	(48.0, 2.4823625243330585)	(49.0, 2.369151330231124)	(50.0, 3.5939952046312404)	(51.0, 9.413786914439312)	(52.0, 16.17148274450005)	(53.0, 18.13311979677845)	(54.0, 13.800260477786988)	(55.0, 8.003018965174089)	(56.0, 5.602113275623639)	(57.0, 3.295090039715562)	(58.0, 1.889154275563164)	(59.0, 0.9876065957024859)	(60.0, 0.3306595242368276)	(61.0, 0.1709673114182041)	(62.0, 0.16590502225104328)	(63.0, 0.08237725099289035)	(64.0, 0.034515607957914834)	(65.0, 0.021629780986959998)	(66.0, 0.020479260721696167)	(67.0, 0.021169572880854467)	(68.0, 0.016567491819799142)	(69.0, 0.011505202652638285)	(70.0, 0.013346035077060414)	(71.0, 0.00966437022821616)	(72.0, 0.008743954016005097)	(73.0, 0.015186867501482544)	(74.0, 0.008743954016005097)	(75.0, 0.0055224972732663795)	(76.0, 0.01242561886484935)	(77.0, 0.008283745909899566)	(78.0, 0.007823537803794035)	(79.0, 0.008743954016005097)	(80.0, 0.009204162122110627)	(81.0, 0.007363329697688503)	(82.0, 0.01012457833432169)	(83.0, 0.01012457833432169)	(84.0, 0.011044994546532752)	(85.0, 0.010584786440427221)	(86.0, 0.013346035077060414)	(87.0, 0.009204162122110627)	(88.0, 0.010584786440427221)	(89.0, 0.009204162122110627)	(90.0, 0.008743954016005097)	(91.0, 0.008743954016005097)	(92.0, 0.008283745909899566)	(93.0, 0.008743954016005097)	(94.0, 0.012885826970954884)	(95.0, 0.013346035077060414)	(96.0, 0.007823537803794035)	(97.0, 0.005062289167160848)	(98.0, 0.0055224972732663795)	(99.0, 0.007823537803794035)	(100.0, 0.06143778216508847)
Bch-16S-V3V4-003-2_S3_L002_R1_001	(0.0, 0.036793873820001155)	(1.0, 0.018396936910000578)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0003832695189583453)	(15.0, 0.0003832695189583453)	(16.0, 0.0003832695189583453)	(17.0, 0.0)	(18.0, 0.0003832695189583453)	(19.0, 0.0003832695189583453)	(20.0, 0.0)	(21.0, 0.0007665390379166906)	(22.0, 0.0019163475947917266)	(23.0, 0.0019163475947917266)	(24.0, 0.004599234227500144)	(25.0, 0.004599234227500144)	(26.0, 0.005365773265416834)	(27.0, 0.007282120860208561)	(28.0, 0.00958173797395863)	(29.0, 0.00804865989812525)	(30.0, 0.020696554023750653)	(31.0, 0.03487752622520942)	(32.0, 0.03564406526312612)	(33.0, 0.3984086649572)	(34.0, 0.7640477860434615)	(35.0, 0.7634728817650239)	(36.0, 1.3316699436207708)	(37.0, 1.901400083552351)	(38.0, 1.903316431147143)	(39.0, 1.524837781175777)	(40.0, 1.1521081739887866)	(41.0, 0.6053742051947063)	(42.0, 0.06860524389354387)	(43.0, 0.07224630432364818)	(44.0, 0.05729879308427269)	(45.0, 0.05231628933781421)	(46.0, 0.10003334444812796)	(47.0, 0.1924012985170898)	(48.0, 0.36583075584574004)	(49.0, 0.8544993925176478)	(50.0, 1.7885272102190337)	(51.0, 3.4333283508291346)	(52.0, 6.352500641974457)	(53.0, 10.703951125467578)	(54.0, 15.513408684125125)	(55.0, 16.844886992988837)	(56.0, 15.393062055171978)	(57.0, 8.69140288141564)	(58.0, 3.9152897709194687)	(59.0, 2.24289322494405)	(60.0, 1.2902768355732985)	(61.0, 0.7979671384712851)	(62.0, 0.3535661312390736)	(63.0, 0.13721048778708694)	(64.0, 0.07914515566489845)	(65.0, 0.030661561516667605)	(66.0, 0.02280453637802155)	(67.0, 0.0126478941256254)	(68.0, 0.007857025138646077)	(69.0, 0.004024329949062626)	(70.0, 0.0019163475947917266)	(71.0, 0.0034494256706251083)	(72.0, 0.003832695189583454)	(73.0, 0.0007665390379166906)	(74.0, 0.002299617113750072)	(75.0, 0.0030661561516667625)	(76.0, 0.0003832695189583453)	(77.0, 0.0007665390379166906)	(78.0, 0.0015330780758333812)	(79.0, 0.001149808556875036)	(80.0, 0.001149808556875036)	(81.0, 0.001149808556875036)	(82.0, 0.0)	(83.0, 0.002299617113750072)	(84.0, 0.0019163475947917266)	(85.0, 0.003832695189583454)	(86.0, 0.003832695189583454)	(87.0, 0.0034494256706251083)	(88.0, 0.0042159647085418)	(89.0, 0.0034494256706251083)	(90.0, 0.002682886632708417)	(91.0, 0.002299617113750072)	(92.0, 0.0042159647085418)	(93.0, 0.0030661561516667625)	(94.0, 0.002682886632708417)	(95.0, 0.005365773265416834)	(96.0, 0.0065155818222918695)	(97.0, 0.0042159647085418)	(98.0, 0.004982503746458489)	(99.0, 0.002682886632708417)	(100.0, 0.001149808556875036)
Bch-16S-V3V4-003-2_S3_L002_R2_001	(0.0, 0.026386889157853657)	(1.0, 0.013193444578926829)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.00038241868344715443)	(5.0, 0.00038241868344715443)	(6.0, 0.0)	(7.0, 0.00038241868344715443)	(8.0, 0.00038241868344715443)	(9.0, 0.0)	(10.0, 0.0007648373668943089)	(11.0, 0.0015296747337886177)	(12.0, 0.001912093417235772)	(13.0, 0.0022945121006829263)	(14.0, 0.0030593494675772354)	(15.0, 0.002676930784130081)	(16.0, 0.001912093417235772)	(17.0, 0.0015296747337886177)	(18.0, 0.002676930784130081)	(19.0, 0.0022945121006829263)	(20.0, 0.002676930784130081)	(21.0, 0.0030593494675772354)	(22.0, 0.003824186834471544)	(23.0, 0.004589024201365853)	(24.0, 0.005736280251707315)	(25.0, 0.007265954985495932)	(26.0, 0.004589024201365853)	(27.0, 0.0055450709099837394)	(28.0, 0.014531909970991875)	(29.0, 0.015679166021333336)	(30.0, 0.023901167715447147)	(31.0, 0.03441768151024389)	(32.0, 0.036329774927479665)	(33.0, 0.39924510551882925)	(34.0, 0.7694263910956747)	(35.0, 0.7803253235739187)	(36.0, 1.353570930061203)	(37.0, 1.9411572371777546)	(38.0, 1.9941222248351833)	(39.0, 1.754536919655535)	(40.0, 1.5470747838854568)	(41.0, 2.025480556877756)	(42.0, 2.107126945793665)	(43.0, 2.090491733063718)	(44.0, 2.2530196735287205)	(45.0, 1.9597045433248181)	(46.0, 1.3862677274959398)	(47.0, 1.6751850428401998)	(48.0, 2.404839890857242)	(49.0, 2.3451825762394627)	(50.0, 3.4731264830673534)	(51.0, 9.34325327397751)	(52.0, 14.95926284975076)	(53.0, 15.949536030538964)	(54.0, 11.52131888555459)	(55.0, 6.018887658774417)	(56.0, 4.150198762110847)	(57.0, 2.5316116844200316)	(58.0, 1.334641205230586)	(59.0, 0.7466724794305732)	(60.0, 0.30689099346634413)	(61.0, 0.13346412052305628)	(62.0, 0.06673206026152861)	(63.0, 0.033079216118178816)	(64.0, 0.022753911665105687)	(65.0, 0.01797367812201627)	(66.0, 0.012811025895479675)	(67.0, 0.011854979186861788)	(68.0, 0.011090141819967479)	(69.0, 0.012237397870308944)	(70.0, 0.010707723136520323)	(71.0, 0.011854979186861788)	(72.0, 0.01338465392065041)	(73.0, 0.009178048402731703)	(74.0, 0.009942885769626012)	(75.0, 0.010325304453073168)	(76.0, 0.012619816553756099)	(77.0, 0.010707723136520323)	(78.0, 0.012237397870308944)	(79.0, 0.009942885769626012)	(80.0, 0.010325304453073168)	(81.0, 0.008413211035837394)	(82.0, 0.011090141819967479)	(83.0, 0.008795629719284548)	(84.0, 0.007265954985495932)	(85.0, 0.008413211035837394)	(86.0, 0.007265954985495932)	(87.0, 0.008795629719284548)	(88.0, 0.009942885769626012)	(89.0, 0.011854979186861788)	(90.0, 0.00803079235239024)	(91.0, 0.00803079235239024)	(92.0, 0.006118698935154469)	(93.0, 0.00803079235239024)	(94.0, 0.006118698935154469)	(95.0, 0.005353861568260162)	(96.0, 0.007648373668943086)	(97.0, 0.0068835363020487775)	(98.0, 0.00803079235239024)	(99.0, 0.009560467086178859)	(100.0, 0.05506829041639024)
Bch-16S-V3V4-004-2_S4_L002_R1_001	(0.0, 0.011457378551788895)	(1.0, 0.005728689275894447)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0006365210306549386)	(18.0, 0.0006365210306549386)	(19.0, 0.0)	(20.0, 0.0012730420613098772)	(21.0, 0.0025460841226197543)	(22.0, 0.0012730420613098772)	(23.0, 0.00445564721458457)	(24.0, 0.00445564721458457)	(25.0, 0.005092168245239509)	(26.0, 0.012730420613098767)	(27.0, 0.011457378551788893)	(28.0, 0.007638252367859264)	(29.0, 0.00891129442916914)	(30.0, 0.006683470821876856)	(31.0, 0.008274773398514202)	(32.0, 0.005728689275894447)	(33.0, 0.07001731337204324)	(34.0, 0.13175985334557228)	(35.0, 0.13430593746819205)	(36.0, 0.23455799979634478)	(37.0, 0.3341735410938428)	(38.0, 0.32844485181794836)	(39.0, 0.2577910174152502)	(40.0, 0.1922293512577914)	(41.0, 0.11170944087994178)	(42.0, 0.029279967410127193)	(43.0, 0.030553009471437065)	(44.0, 0.031189530502092007)	(45.0, 0.050603421937067565)	(46.0, 0.06524340564213113)	(47.0, 0.13462419798351968)	(48.0, 0.29789184234651145)	(49.0, 0.8729885935432323)	(50.0, 1.876782258886166)	(51.0, 3.8245366126898626)	(52.0, 7.204463285469063)	(53.0, 11.592321010285735)	(54.0, 15.80831805682534)	(55.0, 17.166972196760774)	(56.0, 17.201980853446862)	(57.0, 10.789667990630587)	(58.0, 5.098533455546241)	(59.0, 2.7761864752014174)	(60.0, 1.4671809756596668)	(61.0, 0.9573276301050068)	(62.0, 0.43315256136068964)	(63.0, 0.1416259293207239)	(64.0, 0.05219472451370492)	(65.0, 0.026097362256852497)	(66.0, 0.0165495467970284)	(67.0, 0.010820857521133955)	(68.0, 0.009547815459824078)	(69.0, 0.005728689275894447)	(70.0, 0.003819126183929631)	(71.0, 0.003819126183929631)	(72.0, 0.0025460841226197543)	(73.0, 0.0025460841226197543)	(74.0, 0.0012730420613098772)	(75.0, 0.0012730420613098772)	(76.0, 0.0012730420613098772)	(77.0, 0.0006365210306549386)	(78.0, 0.0006365210306549386)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.003819126183929631)	(82.0, 0.003819126183929631)	(83.0, 0.003182605153274693)	(84.0, 0.0006365210306549386)	(85.0, 0.003182605153274693)	(86.0, 0.003182605153274693)	(87.0, 0.001909563091964816)	(88.0, 0.006365210306549386)	(89.0, 0.007001731337204326)	(90.0, 0.005728689275894447)	(91.0, 0.005092168245239509)	(92.0, 0.00891129442916914)	(93.0, 0.009547815459824078)	(94.0, 0.012093899582443831)	(95.0, 0.010820857521133955)	(96.0, 0.007638252367859264)	(97.0, 0.007001731337204326)	(98.0, 0.011457378551788893)	(99.0, 0.0025460841226197543)	(100.0, 0.001909563091964816)
Bch-16S-V3V4-004-2_S4_L002_R2_001	(0.0, 0.009548180116870694)	(1.0, 0.004774090058435347)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0019096360233741387)	(16.0, 0.0012730906822494257)	(17.0, 0.0025461813644988515)	(18.0, 0.0025461813644988515)	(19.0, 0.0025461813644988515)	(20.0, 0.003182726705623564)	(21.0, 0.007001998752371842)	(22.0, 0.003182726705623564)	(23.0, 0.005728908070122416)	(24.0, 0.007001998752371842)	(25.0, 0.006365453411247129)	(26.0, 0.011457816140244827)	(27.0, 0.014003997504743678)	(28.0, 0.017186724210367245)	(29.0, 0.013367452163618964)	(30.0, 0.012412634151931896)	(31.0, 0.01845981489261667)	(32.0, 0.0197329055748661)	(33.0, 0.08975289309858454)	(34.0, 0.15849978994005348)	(35.0, 0.1642286980101759)	(36.0, 0.24570650167413904)	(37.0, 0.3583750270532136)	(38.0, 0.46340500833879233)	(39.0, 0.6976536938726816)	(40.0, 0.5935785305987941)	(41.0, 0.8672930272824074)	(42.0, 1.2406268698520728)	(43.0, 1.622872347197506)	(44.0, 2.0837311741718074)	(45.0, 2.184623610740051)	(46.0, 1.8087435868059438)	(47.0, 1.9761550115217554)	(48.0, 2.6101541712818257)	(49.0, 2.7435104202474228)	(50.0, 4.079300818597444)	(51.0, 9.072044201709694)	(52.0, 14.985868693423459)	(53.0, 17.755795745330893)	(54.0, 14.491909508711135)	(55.0, 8.117226190023489)	(56.0, 5.255000063655322)	(57.0, 2.937975021960978)	(58.0, 1.3895784796752721)	(59.0, 0.7282078702466636)	(60.0, 0.30713312709267426)	(61.0, 0.13112834027169104)	(62.0, 0.07797680428777734)	(63.0, 0.044239901208167516)	(64.0, 0.022915632280489668)	(65.0, 0.017186724210367245)	(66.0, 0.017186724210367245)	(67.0, 0.020369450915990815)	(68.0, 0.01655017886924253)	(69.0, 0.01464054284586839)	(70.0, 0.007638544093496555)	(71.0, 0.012094361481369541)	(72.0, 0.01464054284586839)	(73.0, 0.014003997504743678)	(74.0, 0.014003997504743678)	(75.0, 0.012094361481369541)	(76.0, 0.013367452163618964)	(77.0, 0.014003997504743678)	(78.0, 0.01845981489261667)	(79.0, 0.011457816140244827)	(80.0, 0.012094361481369541)	(81.0, 0.010821270799120116)	(82.0, 0.009548180116870692)	(83.0, 0.009548180116870692)	(84.0, 0.010821270799120116)	(85.0, 0.014003997504743678)	(86.0, 0.015277088186993103)	(87.0, 0.012094361481369541)	(88.0, 0.01845981489261667)	(89.0, 0.014003997504743678)	(90.0, 0.006365453411247129)	(91.0, 0.010184725457995402)	(92.0, 0.01464054284586839)	(93.0, 0.013367452163618964)	(94.0, 0.011457816140244827)	(95.0, 0.01655017886924253)	(96.0, 0.010184725457995402)	(97.0, 0.00891163477574598)	(98.0, 0.009548180116870692)	(99.0, 0.011457816140244827)	(100.0, 0.07352098689990434)
